"","X","Patch","National.Database.Number","State","Latitude","Longitude","Observation.Date","Estimated_Infection_Date","Sex","Age.Class","Lat"
"269",7285,"Full","SE-2013-1154677","NC",35.21729,"Ð75.66605","2013-12-22","2013-11-24","FEMALE","ADULT",35
"270",7286,"Full","SE-2013-1154678","NC",35.48385,"Ð75.47895","2013-12-21","2013-11-25","FEMALE","SUBADULT",35
"272",7288,"Full","SE-2013-1154682","NC",36.269714,"Ð75.78876","2013-12-23","2013-11-26","UNKNOWN","ADULT",36
"273",7292,"Full","NE-2014-1157183","VA",36.764,"Ð75.95","2014-05-30","2014-05-06","FEMALE","UNKNOWN",37
"274",7313,"Full","SE-2014-1158505","SC",32.108288,"Ð80.822088","2014-07-07","2014-06-18","MALE","PUP/CALF",32
"275",7330,"Full","NE-2013-1155200","NY",40.7823,"Ð73.9374","2013-03-13","2013-02-25","UNKNOWN","UNKNOWN",41
"276",7349,"Full","NE-2013-1149112","VA",37.25164,"Ð76.02314","2013-07-11","2013-06-16","UNKNOWN","UNKNOWN",37
"277",7350,"Full","NE-2013-1149113","VA",37.16514,"Ð75.98444","2013-07-10","2013-06-02","UNKNOWN","UNKNOWN",37
"278",7351,"Full","NE-2013-1149116","VA",37.44026,"Ð75.9775","2013-07-09","2013-06-08","FEMALE","UNKNOWN",37
"279",7352,"Full","NE-2013-1149117","VA",37.42866,"Ð75.9812","2013-07-09","2013-06-05","FEMALE","UNKNOWN",37
"280",7353,"Full","NE-2013-1149118","VA",37.91724,"Ð75.39361","2013-07-13","2013-06-16","MALE","UNKNOWN",38
"281",7354,"Full","NE-2013-1149119","VA",37.427995,"Ð75.981459","2013-07-16","2013-06-21","UNKNOWN","UNKNOWN",37
"282",7355,"Full","SE-2013-1153051","SC",33.55245,"Ð79.016517","2013-11-03","2013-10-14","MALE","SUBADULT",34
"283",7356,"Full","SE-2013-1153052","NC",35.27346,"Ð75.51749","2013-12-02","2013-11-09","FEMALE","ADULT",35
"284",7357,"Full","SE-2013-1153053","NC",36.504684,"Ð75.858398","2013-12-02","2013-10-27","UNKNOWN","ADULT",37
"285",7358,"Full","SE-2013-1153054","NC",35.29703,"Ð75.5145","2013-12-02","2013-11-08","FEMALE","ADULT",35
"286",7360,"Full","SE-2013-1153056","SC",32.31333,"Ð80.47983","2013-10-22","2013-10-01","FEMALE","PUP/CALF",32
"287",7361,"Full","SE-2013-1153057","SC",33.6383,"Ð78.93975","2013-10-23","2013-10-04","FEMALE","ADULT",34
"290",7426,"Full","SE-2014-1156803","NC",35.40746,"Ð75.48586","2014-05-02","2014-04-09","MALE","SUBADULT",35
"291",7434,"Full","NE-2013-1155221","NY",41.0798,"Ð71.899","2013-07-19","2013-06-22","MALE","ADULT",41
"292",7435,"Full","NE-2013-1155222","NY",40.6744,"Ð73.0298","2013-07-26","2013-07-05","MALE","ADULT",41
"293",7438,"Full","NE-2014-1157169","VA",36.914131,"Ð76.07113","2014-05-24","2014-05-03","FEMALE","UNKNOWN",37
"294",7443,"Full","SE-2014-1155501","NC",34.64132,"Ð76.52772","2014-02-10","2014-01-16","FEMALE","ADULT",35
"297",7459,"Full","SE-2013-1153064","SC",32.80636,"Ð79.72444","2013-10-29","2013-10-04","FEMALE","PUP/CALF",33
"298",7460,"Full","SE-2013-1153065","SC",33.560701,"Ð79.011358","2013-10-29","2013-10-06","MALE","SUBADULT",34
"300",7480,"Full","SE-2013-1147818","NC",34.46418,"Ð77.4767","2013-04-08","2013-03-21","FEMALE","ADULT",34
"301",7490,"Full","NE-2014-1154748","MD",38.270399,"Ð75.12255","2014-01-05","2013-12-01","UNKNOWN","ADULT",38
"304",7499,"Full","SE-2013-1147351","NC",34.69461,"Ð76.70462","2013-03-07","2013-02-13","FEMALE","",35
"305",7500,"Full","SE-2013-1147352","NC",35.00124,"Ð76.97527","2013-03-10","2013-02-12","MALE","",35
"306",7527,"Full","NE-2013-1149302","VA",37.014383,"Ð76.298733","2013-07-22","2013-06-24","MALE","UNKNOWN",37
"307",7528,"Full","NE-2013-1149303","VA",37.08535,"Ð75.97366","2013-07-20","2013-06-23","FEMALE","UNKNOWN",37
"309",7530,"Full","SE-2014-1155974","GA",31.69687,"Ð81.27382","2014-03-13","2014-02-16","FEMALE","ADULT",32
"312",7589,"Full","NE-2014-1157854","VA",37.00728,"Ð76.34811","2014-06-06","2014-05-04","MALE","UNKNOWN",37
"314",7609,"Full","NE-2014-1159266","VA",36.7165,"Ð75.93142","2014-07-29","2014-07-01","UNKNOWN","UNKNOWN",37
"317",7622,"Full","SE-2014-1155416","NC",34.917425,"Ð76.239017","2014-02-07","2014-01-12","MALE","SUBADULT",35
"319",7639,"Full","NE-2014-1157855","VA",37.38584,"Ð75.70741","2014-06-06","2014-04-30","UNKNOWN","UNKNOWN",37
"320",7640,"Full","NE-2014-1157856","VA",37.51242,"Ð75.64687","2014-06-06","2014-05-09","MALE","UNKNOWN",38
"321",7642,"Full","NE-2014-1157858","VA",37.25961,"Ð76.42777","2014-06-17","2014-05-29","MALE","UNKNOWN",37
"322",7643,"Full","SE-2014-1157859","GA",31.23307,"Ð81.53626","2014-06-23","2014-05-24","MALE","ADULT",31
"325",7654,"Full","SE-2014-1156033","NC",34.69052,"Ð76.84872","2014-03-17","2014-02-20","MALE","SUBADULT",35
"326",7667,"Full","NE-2014-1158769","NY",40.7644,"Ð72.7565","2014-08-01","2014-06-24","MALE","UNKNOWN",41
"327",7686,"Full","SE-2013-1148249","NC",35.06931,"Ð76.01207","2013-05-13","2013-04-16","FEMALE","YEARLING",35
"330",7701,"Full","SE-2013-1147447","NC",35.18147,"Ð75.77385","2013-03-18","2013-02-24","FEMALE","SUBADULT",35
"331",7702,"Full","SE-2013-1147448","NC",35.22996,"Ð75.52721","2013-03-18","2013-02-19","FEMALE","",35
"332",7715,"Full","NE-2014-1158580","NY",40.5786,"Ð73.8314","2014-07-26","2014-07-07","MALE","ADULT",41
"333",7723,"Full","SE-2014-1155500","NC",33.91904,"Ð77.94132","2014-02-11","2014-01-20","FEMALE","SUBADULT",34
"335",7738,"Full","NE-2014-1158351","MD",38.149333,"Ð75.171333","2014-05-30","2014-05-03","UNKNOWN","PUP/CALF",38
"337",7742,"Full","NE-2014-1158356","MD",38.429059,"Ð75.052209","2014-07-03","2014-06-05","MALE","YEARLING",38
"338",7743,"Full","NE-2014-1158357","MD",38.035397,"Ð75.86775","2014-07-13","2014-06-08","UNKNOWN","UNKNOWN",38
"340",7752,"Full","SE-2014-1159034","NC",35.2777,"Ð75.51685","2014-08-24","2014-07-31","MALE","",35
"342",7770,"Full","SE-2014-1159532","NC",35.23101,"Ð75.61316","2014-09-12","2014-08-16","MALE","ADULT",35
"343",7771,"Full","SE-2013-1150977","GA",31.93648,"Ð81.1255","2013-09-16","2013-08-28","FEMALE","YEARLING",32
"344",7772,"Full","NE-2013-1150972","NY",40.585839,"Ð73.736644","2013-08-30","2013-08-10","FEMALE","PUP/CALF",41
"345",7777,"Full","NE-2014-1158360","DE",38.748929,"Ð75.08091","2014-06-28","2014-05-27","UNKNOWN","SUBADULT",39
"347",7783,"Full","SE-2014-1156207","NC",33.86704,"Ð78.50499","2014-04-05","2014-03-21","MALE","SUBADULT",34
"348",7784,"Full","SE-2014-1156288","GA",31.2487,"Ð81.27852","2014-03-28","2014-03-10","FEMALE","PUP/CALF",31
"350",7786,"Full","SE-2014-1156291","SC",33.851735,"Ð78.544669","2014-04-06","2014-03-03","FEMALE","",34
"351",7787,"Full","SE-2014-1156292","NC",35.01391,"Ð76.30621","2014-04-04","2014-02-28","MALE","",35
"355",7813,"Full","SE-2014-1159015","SC",32.39276,"Ð80.50295","2014-08-10","2014-07-12","FEMALE","ADULT",32
"357",7815,"Full","NE-2014-1159019","NY",40.752789,"Ð72.799783","2014-07-15","2014-06-22","MALE","ADULT",41
"358",7818,"Full","SE-2013-1151011","NC",36.33385,"Ð75.81185","2013-09-18","2013-08-15","UNKNOWN","",36
"359",7823,"Full","NE-2014-1158389","VA",36.990792,"Ð76.385443","2014-07-17","2014-06-21","FEMALE","UNKNOWN",37
"360",7826,"Full","SE-2014-1158408","NC",36.253896,"Ð75.782667","2014-07-20","2014-06-27","UNKNOWN","",36
"361",7827,"Full","SE-2014-1158409","NC",36.19278,"Ð75.88667","2014-07-08","2014-06-06","MALE","ADULT",36
"363",7830,"Full","SE-2014-1156306","SC",32.115924,"Ð80.828626","2014-04-05","2014-03-16","MALE","SUBADULT",32
"364",7832,"Full","SE-2014-1158581","NC",35.44856,"Ð76.92538","2014-07-28","2014-07-03","MALE","ADULT",35
"365",7834,"Full","SE-2014-1158583","NC",36.10214,"Ð76.20702","2014-07-28","2014-07-04","FEMALE","SUBADULT",36
"366",7835,"Full","SE-2014-1158584","GA",31.88604,"Ð81.21287","2014-07-28","2014-07-09","UNKNOWN","UNKNOWN",32
"367",7846,"Full","NE-2014-1159336","VA",37.18011,"Ð75.99287","2014-08-02","2014-07-05","MALE","UNKNOWN",37
"368",7847,"Full","NE-2014-1159337","VA",37.64479,"Ð76.56319","2014-08-10","2014-07-08","FEMALE","UNKNOWN",38
"370",7851,"Full","NE-2014-1159341","VA",36.9224,"Ð76.1388","2014-08-27","2014-08-04","MALE","UNKNOWN",37
"371",7853,"Full","NE-2014-1159343","VA",37.51532,"Ð76.29159","2014-08-24","2014-07-30","FEMALE","UNKNOWN",38
"373",7863,"Full","NE-2013-1151016","NJ",39.891843,"Ð74.080146","2013-08-12","2013-07-12","MALE","SUBADULT",40
"374",7864,"Full","NE-2013-1151017","NJ",39.048363,"Ð74.75743","2013-08-13","2013-07-23","MALE","SUBADULT",39
"375",7865,"Full","NE-2013-1151058","NJ",38.932032,"Ð74.943158","2013-08-13","2013-07-22","MALE","SUBADULT",39
"376",7873,"Full","SE-2014-1156375","NC",34.03761,"Ð77.88976","2014-04-10","2014-03-21","FEMALE","",34
"377",7874,"Full","SE-2014-1156376","NC",34.69568,"Ð76.71602","2014-04-09","2014-03-23","MALE","ADULT",35
"378",7875,"Full","SE-2014-1156400","NC",34.6971,"Ð76.75838","2014-04-13","2014-03-20","UNKNOWN","ADULT",35
"379",7876,"Full","SE-2014-1156406","NC",34.93753,"Ð76.71589","2014-04-11","2014-03-17","MALE","SUBADULT",35
"380",7877,"Full","SE-2014-1156407","NC",34.891914,"Ð76.286411","2014-04-10","2014-03-20","FEMALE","SUBADULT",35
"381",7879,"Full","SE-2014-1156430","SC",32.811283,"Ð79.791733","2014-04-01","2014-03-08","UNKNOWN","YEARLING",33
"382",7880,"Full","SE-2014-1158474","NC",36.01913,"Ð76.4845","2014-07-21","2014-06-25","MALE","ADULT",36
"383",7883,"Full","NE-2014-1158302","MD",38.70859,"Ð76.2113","2014-07-07","2014-06-10","MALE","SUBADULT",39
"384",7887,"Full","SE-2014-1156435","GA",31.913942,"Ð80.943544","2014-04-10","2014-03-21","UNKNOWN","PUP/CALF",32
"385",7888,"Full","SE-2014-1156436","GA",31.88236,"Ð81.02214","2014-04-13","2014-03-18","MALE","SUBADULT",32
"387",7892,"Full","NE-2013-1151657","VA",37.01086,"Ð76.31484","2013-09-11","2013-08-21","FEMALE","UNKNOWN",37
"388",7893,"Full","NE-2013-1151658","VA",38.00271,"Ð75.39988","2013-09-24","2013-09-02","FEMALE","UNKNOWN",38
"389",7894,"Full","NE-2013-1150438","VA",37.155143,"Ð75.976752","2013-08-31","2013-08-11","FEMALE","UNKNOWN",37
"390",7895,"Full","NE-2013-1150439","VA",37.86187,"Ð75.36643","2013-08-31","2013-08-05","MALE","UNKNOWN",38
"391",7896,"Full","NE-2013-1150440","VA",37.8519,"Ð75.38015","2013-09-01","2013-08-01","UNKNOWN","UNKNOWN",38
"392",7897,"Full","NE-2013-1150441","VA",37.0065,"Ð76.3492","2013-08-31","2013-07-27","FEMALE","UNKNOWN",37
"393",7898,"Full","NE-2013-1150442","VA",37.21464,"Ð76.01283","2013-09-01","2013-07-28","UNKNOWN","UNKNOWN",37
"395",7900,"Full","NE-2013-1150444","VA",37.111306,"Ð76.308181","2013-08-20","2013-07-28","UNKNOWN","UNKNOWN",37
"396",7901,"Full","SE-2013-1150445","NC",35.945141,"Ð75.628269","2013-09-02","2013-08-06","FEMALE","SUBADULT",36
"397",7902,"Full","NE-2013-1150446","VA",37.117254,"Ð76.301119","2013-08-21","2013-07-18","UNKNOWN","UNKNOWN",37
"398",7903,"Full","NE-2013-1150447","VA",36.91278,"Ð76.10952","2013-08-29","2013-07-29","MALE","UNKNOWN",37
"400",7909,"Full","NE-2013-1154872","MD",38.074777,"Ð75.208111","2013-10-17","2013-09-13","FEMALE","SUBADULT",38
"401",7910,"Full","NE-2013-1154873","MD",38.165333,"Ð75.165944","2013-10-17","2013-09-19","UNKNOWN","SUBADULT",38
"403",7915,"Full","SE-2013-1152860","NC",34.56595,"Ð77.27592","2013-11-20","2013-10-30","MALE","",35
"404",7918,"Full","SE-2014-1157681","SC",32.20815,"Ð80.8799","2014-05-21","2014-04-19","FEMALE","PUP/CALF",32
"406",7920,"Full","SE-2013-1153347","SC",32.72155,"Ð79.877064","2013-12-12","2013-11-16","MALE","ADULT",33
"408",7925,"Full","SE-2013-1154625","GA",31.09695,"Ð81.40279","2013-12-15","2013-11-15","MALE","ADULT",31
"409",7926,"Full","SE-2013-1154626","GA",31.20082,"Ð81.31166","2013-12-16","2013-11-16","MALE","ADULT",31
"410",7927,"Full","SE-2013-1154627","GA",30.74672,"Ð81.45842","2013-12-18","2013-11-18","MALE","ADULT",31
"412",7930,"Full","NE-2014-1157897","NJ",39.526133,"Ð74.272335","2014-06-30","2014-06-04","MALE","ADULT",40
"413",7931,"Full","NE-2014-1157898","NJ",39.375771,"Ð74.401649","2014-06-01","2014-05-01","MALE","ADULT",39
"414",7945,"Full","SE-2013-1152674","NC",34.69572,"Ð76.7055","2013-11-05","2013-10-17","MALE","SUBADULT",35
"415",7950,"Full","SE-2013-1151666","NC",33.90744,"Ð78.33164","2013-10-02","2013-09-05","MALE","",34
"416",7951,"Full","NE-2013-1151668","NJ",39.354172,"Ð74.433809","2013-07-31","2013-06-29","UNKNOWN","UNKNOWN",39
"418",7953,"Full","NE-2013-1151670","NJ",39.756423,"Ð74.098279","2013-09-02","2013-07-31","UNKNOWN","SUBADULT",40
"419",7954,"Full","NE-2013-1152774","VA",37.99232,"Ð75.27014","2013-11-08","2013-10-12","UNKNOWN","UNKNOWN",38
"420",7955,"Full","NE-2013-1152775","MD",38.192671,"Ð75.155424","2013-11-08","2013-10-19","MALE","SUBADULT",38
"421",7956,"Full","NE-2013-1152778","NJ",39.629215,"Ð74.187746","2013-10-22","2013-09-25","MALE","SUBADULT",40
"422",7964,"Full","SE-2014-1157682","SC",32.71788,"Ð79.93219","2014-05-27","2014-04-29","FEMALE","SUBADULT",33
"423",7965,"Full","SE-2014-1157683","SC",32.696394,"Ð79.892267","2014-06-01","2014-05-06","UNKNOWN","PUP/CALF",33
"424",7967,"Full","SE-2013-1154628","GA",31.46289,"Ð81.214","2013-12-19","2013-11-27","MALE","ADULT",31
"425",7968,"Full","SE-2013-1154629","GA",31.48776,"Ð81.19785","2013-12-19","2013-11-16","UNKNOWN","ADULT",31
"427",7970,"Full","SE-2013-1154631","GA",31.82469,"Ð81.04271","2013-12-19","2013-11-14","MALE","ADULT",32
"428",7971,"Full","SE-2013-1154632","GA",30.903575,"Ð81.40445","2013-12-21","2013-12-04","FEMALE","ADULT",31
"430",7981,"Full","NE-2014-1157942","VA",36.929737,"Ð76.01076","2014-06-27","2014-06-03","UNKNOWN","UNKNOWN",37
"431",7991,"Full","NE-2014-1154810","MD",38.264191,"Ð75.123291","2014-01-05","2013-11-27","FEMALE","ADULT",38
"432",7997,"Full","SE-2014-1155785","NC",34.47917,"Ð77.44754","2014-03-08","2014-01-29","MALE","ADULT",34
"433",8004,"Full","NE-2013-1152679","NJ",38.990294,"Ð74.836126","2013-10-13","2013-09-09","UNKNOWN","SUBADULT",39
"434",8008,"Full","NE-2013-1152683","NJ",38.959936,"Ð74.842686","2013-10-17","2013-09-15","UNKNOWN","UNKNOWN",39
"435",8010,"Full","NE-2013-1152685","NJ",39.434321,"Ð74.334316","2013-10-17","2013-09-21","MALE","ADULT",39
"436",8011,"Full","SE-2013-1152686","NC",35.0914,"Ð75.97739","2013-11-02","2013-10-05","MALE","ADULT",35
"440",8015,"Full","NE-2013-1151673","NJ",39.325726,"Ð74.499749","2013-09-07","2013-08-04","MALE","SUBADULT",39
"441",8017,"Full","NE-2013-1151679","VA",36.996783,"Ð76.594167","2013-10-03","2013-09-13","MALE","UNKNOWN",37
"442",8018,"Full","NE-2013-1151825","NJ",40.432958,"Ð73.98327","2013-08-19","2013-07-12","UNKNOWN","SUBADULT",40
"443",8019,"Full","SE-2013-1151834","NC",33.870477,"Ð78.491566","2013-10-11","2013-09-25","FEMALE","",34
"444",8021,"Full","NE-2013-1152783","NJ",39.378788,"Ð74.408872","2013-10-22","2013-09-28","FEMALE","SUBADULT",39
"445",8022,"Full","NE-2013-1152791","DE",38.610214,"Ð75.069623","2013-11-08","2013-10-09","UNKNOWN","SUBADULT",39
"448",8033,"Full","NE-2013-1149738","VA",36.91297,"Ð76.07895","2013-08-14","2013-07-16","FEMALE","UNKNOWN",37
"449",8034,"Full","NE-2013-1149739","VA",37.18969,"Ð76.00018","2013-08-14","2013-07-20","UNKNOWN","UNKNOWN",37
"450",8035,"Full","NE-2013-1149740","VA",37.87097,"Ð75.35659","2013-08-09","2013-07-21","FEMALE","UNKNOWN",38
"451",8037,"Full","SE-2013-1153143","NC",34.96997,"Ð76.58916","2013-12-07","2013-11-15","MALE","ADULT",35
"452",8038,"Full","SE-2013-1153144","NC",34.70839,"Ð76.69429","2013-11-17","2013-10-28","MALE","",35
"453",8041,"Full","NE-2013-1150467","VA",36.769772,"Ð75.952881","2013-08-24","2013-08-04","FEMALE","UNKNOWN",37
"454",8042,"Full","NE-2013-1150468","VA",36.92587,"Ð76.15593","2013-08-26","2013-07-31","MALE","UNKNOWN",37
"455",8043,"Full","NE-2013-1150474","VA",36.74549,"Ð75.94245","2013-08-26","2013-08-06","MALE","UNKNOWN",37
"456",8044,"Full","NE-2013-1150475","VA",36.91374,"Ð76.11301","2013-08-26","2013-07-21","MALE","UNKNOWN",37
"457",8045,"Full","NE-2013-1149667","VA",36.8476,"Ð75.9731","2013-07-31","2013-07-14","UNKNOWN","UNKNOWN",37
"458",8046,"Full","SE-2013-1149675","NC",36.15845,"Ð76.22652","2013-08-10","2013-07-15","MALE","ADULT",36
"459",8047,"Full","NE-2013-1149699","VA",37.26678,"Ð76.02333","2013-08-12","2013-07-20","FEMALE","UNKNOWN",37
"460",8050,"Full","NE-2013-1149702","VA",36.9151,"Ð75.99138","2013-08-08","2013-07-04","UNKNOWN","UNKNOWN",37
"462",8065,"Full","NE-2013-1149631","VA",37.46766,"Ð75.95704","2013-08-04","2013-06-28","UNKNOWN","UNKNOWN",37
"463",8069,"Full","SE-2013-1149673","NC",35.23411,"Ð75.57045","2013-08-12","2013-07-22","FEMALE","PUP/CALF",35
"464",8070,"Full","SE-2013-1149674","NC",35.17223,"Ð75.80556","2013-08-12","2013-07-17","MALE","ADULT",35
"465",8071,"Full","NE-2013-1150476","VA",37.612734,"Ð76.489603","2013-08-24","2013-07-25","FEMALE","UNKNOWN",38
"466",8072,"Full","NE-2013-1150477","VA",36.92913,"Ð76.00912","2013-08-26","2013-07-24","FEMALE","UNKNOWN",37
"467",8074,"Full","NE-2013-1150480","VA",37.701154,"Ð75.57641","2013-08-24","2013-07-20","MALE","UNKNOWN",38
"468",8075,"Full","NE-2013-1150481","VA",36.921467,"Ð76.127633","2013-08-25","2013-07-28","MALE","UNKNOWN",37
"470",8084,"Full","SE-2013-1149781","NC",36.475228,"Ð75.850883","2013-08-15","2013-07-17","MALE","ADULT",36
"471",8085,"Full","SE-2013-1149783","NC",36.234097,"Ð75.774113","2013-08-16","2013-07-23","FEMALE","ADULT",36
"472",8086,"Full","SE-2013-1150722","SC",33.32866,"Ð79.19198","2013-08-31","2013-08-01","UNKNOWN","ADULT",33
"473",8088,"Full","SE-2013-1150724","SC",32.781749,"Ð79.81618","2013-08-27","2013-08-06","UNKNOWN","SUBADULT",33
"474",8094,"Full","SE-2013-1149976","NC",35.27579,"Ð75.51701","2013-08-17","2013-07-20","FEMALE","ADULT",35
"475",8095,"Full","NE-2013-1149980","VA",36.81877,"Ð75.96692","2013-08-18","2013-07-21","UNKNOWN","UNKNOWN",37
"476",8096,"Full","NE-2013-1149981","VA",36.660322,"Ð75.904845","2013-08-18","2013-07-29","FEMALE","UNKNOWN",37
"477",8097,"Full","NE-2013-1149982","VA",37.05324,"Ð76.28457","2013-08-21","2013-07-21","MALE","UNKNOWN",37
"478",8098,"Full","NE-2013-1149984","VA",37.79672,"Ð76.30953","2013-08-18","2013-07-25","MALE","UNKNOWN",38
"480",8100,"Full","NE-2013-1150482","VA",36.62478,"Ð75.88823","2013-08-26","2013-07-27","UNKNOWN","UNKNOWN",37
"481",8101,"Full","SE-2013-1152706","NC",33.85838,"Ð78.5274","2013-11-09","2013-10-09","MALE","ADULT",34
"482",8104,"Full","NE-2013-1149707","VA",37.309411,"Ð76.020449","2013-08-11","2013-07-17","UNKNOWN","UNKNOWN",37
"483",8105,"Full","NE-2013-1149708","VA",37.309528,"Ð76.02041","2013-08-11","2013-07-12","FEMALE","UNKNOWN",37
"484",8109,"Full","SE-2013-1149713","NC",34.517247,"Ð77.374775","2013-08-10","2013-07-12","FEMALE","ADULT",35
"485",8111,"Full","NE-2013-1150312","VA",36.852389,"Ð75.974558","2013-08-24","2013-07-24","MALE","UNKNOWN",37
"486",8112,"Full","SE-2013-1150313","SC",32.674446,"Ð79.966366","2013-08-13","2013-07-16","MALE","ADULT",33
"487",8113,"Full","NE-2013-1150314","VA",36.59135,"Ð75.8769","2013-08-25","2013-07-21","UNKNOWN","UNKNOWN",37
"488",8114,"Full","NE-2013-1150315","VA",36.60398,"Ð75.8806","2013-08-25","2013-07-28","UNKNOWN","UNKNOWN",37
"489",8115,"Full","SE-2013-1151862","NC",35.057989,"Ð76.083901","2013-10-10","2013-09-14","FEMALE","ADULT",35
"490",8118,"Full","SE-2014-1155817","GA",31.16831,"Ð81.35548","2014-02-28","2014-02-09","MALE","YEARLING",31
"491",8126,"Full","NE-2013-1150601","NY",40.598539,"Ð73.47425","2013-07-09","2013-06-21","MALE","ADULT",41
"492",8136,"Full","NE-2013-1150732","VA",37.93546,"Ð75.31222","2013-09-08","2013-08-16","MALE","UNKNOWN",38
"493",8137,"Full","NE-2013-1150733","VA",37.948333,"Ð75.304417","2013-09-08","2013-08-10","FEMALE","UNKNOWN",38
"494",8138,"Full","NE-2013-1150734","VA",37.954114,"Ð75.300578","2013-09-09","2013-08-07","FEMALE","UNKNOWN",38
"495",8139,"Full","NE-2013-1150735","VA",37.22219,"Ð76.41173","2013-09-07","2013-08-16","MALE","UNKNOWN",37
"498",8144,"Full","SE-2014-1154823","NC",35.54998,"Ð75.46371","2014-01-09","2013-12-24","FEMALE","ADULT",36
"499",8145,"Full","SE-2014-1155616","NC",36.141317,"Ð75.73235","2014-02-19","2014-01-26","MALE","PUP/CALF",36
"500",8146,"Full","SE-2014-1155617","NC",33.87209,"Ð77.95771","2014-02-23","2014-01-30","MALE","ADULT",34
"501",8156,"Full","NE-2013-1150316","VA",36.91571,"Ð76.12","2013-08-25","2013-07-20","FEMALE","UNKNOWN",37
"502",8157,"Full","NE-2013-1150317","VA",37.10713,"Ð75.97584","2013-08-25","2013-07-26","UNKNOWN","UNKNOWN",37
"503",8158,"Full","NE-2013-1150318","VA",36.63616,"Ð75.89352","2013-08-25","2013-07-30","UNKNOWN","UNKNOWN",37
"505",8160,"Full","NE-2013-1150320","VA",36.74867,"Ð75.94383","2013-08-25","2013-07-28","MALE","UNKNOWN",37
"506",8161,"Full","SE-2013-1150325","NC",34.89714,"Ð76.25726","2013-08-28","2013-08-10","MALE","SUBADULT",35
"507",8162,"Full","SE-2013-1151873","NC",35.92773,"Ð7572349","2013-10-13","2013-09-17","MALE","YEARLING",36
"508",8163,"Full","SE-2013-1151874","NC",35.91854,"Ð75.60081","2013-10-14","2013-09-24","UNKNOWN","UNKNOWN",36
"509",8165,"Full","NE-2013-1151882","NJ",39.581009,"Ð74.22223","2013-09-20","2013-08-18","MALE","ADULT",40
"510",8166,"Full","NE-2013-1151883","NJ",39.708083,"Ð74.130969","2013-09-23","2013-09-02","MALE","ADULT",40
"514",8180,"Full","SE-2013-1147881","NC",34.43646,"Ð77.52533","2013-04-10","2013-03-14","FEMALE","",34
"515",8181,"Full","NE-2013-1151823","NJ",39.329049,"Ð74.493836","2013-08-01","2013-07-06","UNKNOWN","SUBADULT",39
"516",8182,"Full","NE-2013-1151824","NJ",39.341393,"Ð74.518146","2013-08-19","2013-08-01","MALE","ADULT",39
"517",8183,"Full","SE-2013-1150773","NC",35.78038,"Ð75.54411","2013-09-07","2013-08-19","MALE","YEARLING",36
"518",8184,"Full","NE-2013-1150774","VA",37.05025,"Ð76.28574","2013-09-10","2013-08-11","MALE","UNKNOWN",37
"519",8185,"Full","NE-2013-1150775","VA",37.90853,"Ð75.32959","2013-09-10","2013-08-03","UNKNOWN","UNKNOWN",38
"520",8186,"Full","NE-2013-1150776","VA",36.74743,"Ð75.94343","2013-09-10","2013-08-03","UNKNOWN","UNKNOWN",37
"521",8187,"Full","NE-2013-1150777","VA",36.8294,"Ð75.9695","2013-09-10","2013-08-16","FEMALE","UNKNOWN",37
"523",8191,"Full","NE-2013-1150781","DE",38.690329,"Ð75.078504","2013-09-10","2013-08-20","MALE","SUBADULT",39
"525",8197,"Full","SE-2014-1155004","NC",34.63609,"Ð77.12731","2014-01-19","2013-12-21","MALE","SUBADULT",35
"526",8198,"Full","NE-2013-1150081","VA",36.92853,"Ð76.17011","2013-08-18","2013-07-11","MALE","UNKNOWN",37
"527",8199,"Full","NE-2013-1150082","VA",36.9286,"Ð76.04378","2013-08-18","2013-07-09","MALE","UNKNOWN",37
"528",8200,"Full","NE-2013-1150083","VA",36.76091,"Ð75.94891","2013-08-18","2013-07-23","UNKNOWN","UNKNOWN",37
"529",8201,"Full","NE-2013-1150084","VA",36.95558,"Ð76.25156","2013-08-18","2013-07-10","UNKNOWN","UNKNOWN",37
"531",8203,"Full","NE-2013-1150086","VA",36.91281,"Ð76.07946","2013-08-19","2013-07-22","MALE","UNKNOWN",37
"532",8205,"Full","NE-2013-1150088","VA",36.93722,"Ð76.21547","2013-08-20","2013-07-27","MALE","UNKNOWN",37
"533",8216,"Full","SE-2013-1149748","NC",36.15335,"Ð75.73811","2013-08-06","2013-07-15","FEMALE","PUP/CALF",36
"534",8217,"Full","SE-2013-1149750","NC",36.241788,"Ð75.777483","2013-08-14","2013-07-28","MALE","ADULT",36
"536",8223,"Full","NE-2013-1150353","MD",38.387973,"Ð75.067586","2013-08-23","2013-07-24","UNKNOWN","ADULT",38
"537",8224,"Full","SE-2013-1151896","NC",33.880775,"Ð77.99877","2013-10-16","2013-09-25","UNKNOWN","",34
"538",8229,"Full","NE-2013-1151826","NJ",40.365204,"Ð73.972158","2013-08-21","2013-07-15","FEMALE","ADULT",40
"539",8230,"Full","NE-2013-1151827","NJ",40.107874,"Ð74.047532","2013-08-25","2013-07-25","UNKNOWN","SUBADULT",40
"540",8231,"Full","NE-2013-1151828","NJ",39.562688,"Ð74.235058","2013-09-20","2013-08-30","MALE","PUP/CALF",40
"541",8232,"Full","NE-2013-1151829","VA",36.936369,"Ð76.21347","2013-10-09","2013-09-23","MALE","UNKNOWN",37
